stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Leon\source\repos\JogoEmAllegro\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.00674] added dtor for sub_bitmap 000002284C333740, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00677] added dtor for sub_bitmap 000002284C333930, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00680] added dtor for sub_bitmap 000002284C333B20, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00685] added dtor for sub_bitmap 000002284C3347D0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00689] added dtor for sub_bitmap 000002284C335B30, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00692] added dtor for sub_bitmap 000002284C334010, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00695] added dtor for sub_bitmap 000002284C335370, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00699] added dtor for sub_bitmap 000002284C334200, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00702] added dtor for sub_bitmap 000002284C334BB0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00706] added dtor for sub_bitmap 000002284C333E20, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00709] added dtor for sub_bitmap 000002284C334F90, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00713] added dtor for sub_bitmap 000002284C3343F0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00716] added dtor for sub_bitmap 000002284C3349C0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00720] added dtor for sub_bitmap 000002284C335560, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00724] added dtor for sub_bitmap 000002284C3345E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00727] added dtor for sub_bitmap 000002284C334DA0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00731] added dtor for sub_bitmap 000002284C335180, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00735] added dtor for sub_bitmap 000002284C335750, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00738] added dtor for sub_bitmap 000002284C335940, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00743] added dtor for sub_bitmap 000002284C338B50, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00747] added dtor for sub_bitmap 000002284C337DC0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00750] added dtor for sub_bitmap 000002284C336E40, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00754] added dtor for sub_bitmap 000002284C337220, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00758] added dtor for sub_bitmap 000002284C338770, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00762] added dtor for sub_bitmap 000002284C338960, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00766] added dtor for sub_bitmap 000002284C337600, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00769] added dtor for sub_bitmap 000002284C337030, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00773] added dtor for sub_bitmap 000002284C337410, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00776] added dtor for sub_bitmap 000002284C3377F0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00780] added dtor for sub_bitmap 000002284C3379E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00783] added dtor for sub_bitmap 000002284C338390, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00787] added dtor for sub_bitmap 000002284C337BD0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00790] added dtor for sub_bitmap 000002284C337FB0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00794] added dtor for sub_bitmap 000002284C3381A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00797] added dtor for sub_bitmap 000002284C338580, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00802] added dtor for sub_bitmap 000002284C33AFF0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00806] added dtor for sub_bitmap 000002284C33BD80, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00809] added dtor for sub_bitmap 000002284C33A640, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00813] added dtor for sub_bitmap 000002284C33AE00, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00816] added dtor for sub_bitmap 000002284C33B5C0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00820] added dtor for sub_bitmap 000002284C33B1E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00823] added dtor for sub_bitmap 000002284C33B3D0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00827] added dtor for sub_bitmap 000002284C33B9A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00830] added dtor for sub_bitmap 000002284C33B7B0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00834] added dtor for sub_bitmap 000002284C33BB90, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00838] added dtor for sub_bitmap 000002284C33BF70, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00841] added dtor for sub_bitmap 000002284C33A260, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00845] added dtor for sub_bitmap 000002284C33A830, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00848] added dtor for sub_bitmap 000002284C33A450, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00852] added dtor for sub_bitmap 000002284C33AA20, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00862] added dtor for sub_bitmap 000002284C33AC10, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00867] added dtor for sub_bitmap 000002284C33CD70, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00871] added dtor for sub_bitmap 000002284C33DCF0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00875] added dtor for sub_bitmap 000002284C33C990, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00878] added dtor for sub_bitmap 000002284C33E0D0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00882] added dtor for sub_bitmap 000002284C33CB80, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00885] added dtor for sub_bitmap 000002284C33C5B0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00889] added dtor for sub_bitmap 000002284C33C7A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00892] added dtor for sub_bitmap 000002284C33DB00, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00896] added dtor for sub_bitmap 000002284C33CF60, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00899] added dtor for sub_bitmap 000002284C33E2C0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00903] added dtor for sub_bitmap 000002284C33D150, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00906] added dtor for sub_bitmap 000002284C33D340, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00910] added dtor for sub_bitmap 000002284C33D910, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00913] added dtor for sub_bitmap 000002284C33D530, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00917] added dtor for sub_bitmap 000002284C33DEE0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00920] added dtor for sub_bitmap 000002284C33D720, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00925] added dtor for sub_bitmap 000002284C340BB0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00929] added dtor for sub_bitmap 000002284C341560, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00932] added dtor for sub_bitmap 000002284C341940, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00936] added dtor for sub_bitmap 000002284C340F90, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00939] added dtor for sub_bitmap 000002284C341750, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00943] added dtor for sub_bitmap 000002284C340DA0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00946] added dtor for sub_bitmap 000002284C3407D0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00950] added dtor for sub_bitmap 000002284C341D20, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00953] added dtor for sub_bitmap 000002284C341B30, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00957] added dtor for sub_bitmap 000002284C341F10, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00961] added dtor for sub_bitmap 000002284C342100, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00969] added dtor for sub_bitmap 000002284C3405E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00973] added dtor for sub_bitmap 000002284C341180, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00977] added dtor for sub_bitmap 000002284C3422F0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00981] added dtor for sub_bitmap 000002284C3409C0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00984] added dtor for sub_bitmap 000002284C341370, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00989] added dtor for sub_bitmap 000002284C342BC0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00992] added dtor for sub_bitmap 000002284C342DB0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.00996] added dtor for sub_bitmap 000002284C343B40, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01000] added dtor for sub_bitmap 000002284C3429D0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01004] added dtor for sub_bitmap 000002284C344300, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01007] added dtor for sub_bitmap 000002284C344110, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01011] added dtor for sub_bitmap 000002284C343D30, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01014] added dtor for sub_bitmap 000002284C343950, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01018] added dtor for sub_bitmap 000002284C343F20, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01021] added dtor for sub_bitmap 000002284C3425F0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01025] added dtor for sub_bitmap 000002284C342FA0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01029] added dtor for sub_bitmap 000002284C343190, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01032] added dtor for sub_bitmap 000002284C3427E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01036] added dtor for sub_bitmap 000002284C343380, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01039] added dtor for sub_bitmap 000002284C343570, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01043] added dtor for sub_bitmap 000002284C343760, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01047] added dtor for sub_bitmap 000002284C348C50, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01051] added dtor for sub_bitmap 000002284C349030, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01055] added dtor for sub_bitmap 000002284C346B60, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01059] added dtor for sub_bitmap 000002284C3463A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01062] added dtor for sub_bitmap 000002284C347700, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01066] added dtor for sub_bitmap 000002284C346590, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01076] added dtor for sub_bitmap 000002284C348870, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01080] added dtor for sub_bitmap 000002284C3480B0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01085] added dtor for sub_bitmap 000002284C3461B0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01089] added dtor for sub_bitmap 000002284C346780, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01093] added dtor for sub_bitmap 000002284C347320, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01097] added dtor for sub_bitmap 000002284C348490, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01100] added dtor for sub_bitmap 000002284C3478F0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01104] added dtor for sub_bitmap 000002284C347130, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01107] added dtor for sub_bitmap 000002284C347510, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01111] added dtor for sub_bitmap 000002284C347AE0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01115] added dtor for sub_bitmap 000002284C347CD0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01118] added dtor for sub_bitmap 000002284C348680, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01122] added dtor for sub_bitmap 000002284C347EC0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01125] added dtor for sub_bitmap 000002284C348E40, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01129] added dtor for sub_bitmap 000002284C349220, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01132] added dtor for sub_bitmap 000002284C348A60, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01136] added dtor for sub_bitmap 000002284C345FC0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01140] added dtor for sub_bitmap 000002284C345800, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01143] added dtor for sub_bitmap 000002284C3459F0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01147] added dtor for sub_bitmap 000002284C346970, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01151] added dtor for sub_bitmap 000002284C346D50, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01154] added dtor for sub_bitmap 000002284C3482A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01158] added dtor for sub_bitmap 000002284C346F40, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01162] added dtor for sub_bitmap 000002284C345DD0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01165] added dtor for sub_bitmap 000002284C345610, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01169] added dtor for sub_bitmap 000002284C345BE0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01174] added dtor for sub_bitmap 000002284C34E8A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01178] added dtor for sub_bitmap 000002284C34BE00, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01183] added dtor for sub_bitmap 000002284C34BC10, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01187] added dtor for sub_bitmap 000002284C34D730, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01190] added dtor for sub_bitmap 000002284C34CF70, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01194] added dtor for sub_bitmap 000002284C34E4C0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01198] added dtor for sub_bitmap 000002284C34E6B0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01201] added dtor for sub_bitmap 000002284C34BA20, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01205] added dtor for sub_bitmap 000002284C34E0E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01209] added dtor for sub_bitmap 000002284C34BFF0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01213] added dtor for sub_bitmap 000002284C34D920, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01217] added dtor for sub_bitmap 000002284C34EA90, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01220] added dtor for sub_bitmap 000002284C34C3D0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01224] added dtor for sub_bitmap 000002284C34C5C0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01228] added dtor for sub_bitmap 000002284C34B830, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01231] added dtor for sub_bitmap 000002284C34C1E0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01235] added dtor for sub_bitmap 000002284C34C7B0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01239] added dtor for sub_bitmap 000002284C34C9A0, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01242] added dtor for sub_bitmap 000002284C34EC80, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01246] added dtor for sub_bitmap 000002284C34EE70, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01249] added dtor for sub_bitmap 000002284C34DB10, func 00007FFC7D5C118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.01253] added dtor for sub_bitmap 000002284C34F060, func 00007FFC7D5C118B
